10:22:38.785 [http-nio-8080-exec-1] INFO  c.e.y.a.appservice.LoginAppService - 用户：13506976031,登录成功
10:22:39.130 [http-nio-8080-exec-10] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:22:39.200 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:22:41.232 [http-nio-8080-exec-3] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:22:41.860 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:22:42.169 [http-nio-8080-exec-4] INFO  c.e.y.c.SchoolInstitutionController - ---------------- 获取所有学校机构 ----------------------
10:22:43.188 [http-nio-8080-exec-6] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:22:48.150 [http-nio-8080-exec-7] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:22:48.349 [http-nio-8080-exec-7] INFO  c.e.y.domain.service.UserInfoService - 222
10:22:48.406 [http-nio-8080-exec-9] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:23:02.314 [http-nio-8080-exec-8] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:23:34.370 [http-nio-8080-exec-1] INFO  c.ep.yunq.controller.UserController - ---------------- 增加用户 ----------------------
10:23:34.395 [http-nio-8080-exec-1] INFO  c.ep.yunq.domain.service.UserService - 4
10:23:34.615 [http-nio-8080-exec-10] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:23:40.396 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:23:59.597 [http-nio-8080-exec-3] INFO  c.ep.yunq.controller.UserController - ---------------- 增加用户 ----------------------
10:23:59.620 [http-nio-8080-exec-3] INFO  c.ep.yunq.domain.service.UserService - 4
10:23:59.864 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:24:02.253 [http-nio-8080-exec-4] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:24:06.733 [http-nio-8080-exec-6] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:24:06.753 [http-nio-8080-exec-6] INFO  c.e.y.domain.service.UserInfoService - 222
10:24:06.980 [http-nio-8080-exec-7] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:24:08.511 [http-nio-8080-exec-9] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:24:12.293 [http-nio-8080-exec-8] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:24:12.311 [http-nio-8080-exec-8] INFO  c.e.y.domain.service.UserInfoService - 222
10:24:12.542 [http-nio-8080-exec-1] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:24:13.748 [http-nio-8080-exec-10] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:24:17.763 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:24:17.779 [http-nio-8080-exec-2] INFO  c.e.y.domain.service.UserInfoService - 222
10:24:18.028 [http-nio-8080-exec-3] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:24:34.880 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:24:53.389 [http-nio-8080-exec-4] INFO  c.ep.yunq.controller.UserController - ---------------- 增加用户 ----------------------
10:24:53.417 [http-nio-8080-exec-4] INFO  c.ep.yunq.domain.service.UserService - 4
10:24:53.654 [http-nio-8080-exec-6] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:25:08.269 [http-nio-8080-exec-7] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:25:08.289 [http-nio-8080-exec-7] INFO  c.e.y.domain.service.UserInfoService - 222
10:25:12.884 [http-nio-8080-exec-9] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:25:13.010 [http-nio-8080-exec-8] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:25:13.031 [http-nio-8080-exec-1] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:25:13.325 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:25:13.325 [http-nio-8080-exec-3] INFO  c.e.y.c.SchoolInstitutionController - ---------------- 获取所有学校机构 ----------------------
10:25:14.743 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:25:19.225 [http-nio-8080-exec-4] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:25:19.251 [http-nio-8080-exec-4] INFO  c.e.y.domain.service.UserInfoService - 222
10:25:19.300 [http-nio-8080-exec-6] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:25:21.165 [http-nio-8080-exec-7] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:25:24.238 [http-nio-8080-exec-9] INFO  c.ep.yunq.controller.UserController - ---------------- 修改用户信息 ----------------------
10:25:24.259 [http-nio-8080-exec-9] INFO  c.e.y.domain.service.UserInfoService - 222
10:25:24.607 [http-nio-8080-exec-8] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:29:01.710 [http-nio-8080-exec-10] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:29:02.047 [http-nio-8080-exec-3] INFO  c.ep.yunq.controller.RoleController - ---------------- 获取所有角色 ----------------------
10:29:02.361 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取所有菜单 ----------------------
10:29:02.362 [http-nio-8080-exec-5] INFO  c.e.y.c.PermissionController - ---------------- 获取所有权限 ----------------------
10:31:19.933 [http-nio-8080-exec-3] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:31:20.199 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.UserController - ---------------- 获取所有用户 ----------------------
10:31:20.510 [http-nio-8080-exec-2] INFO  c.e.y.c.SchoolInstitutionController - ---------------- 获取所有学校机构 ----------------------
10:31:22.581 [http-nio-8080-exec-4] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
10:31:22.875 [http-nio-8080-exec-6] INFO  c.e.yunq.controller.CourseController - ---------------- 获取所有课程 ----------------------
10:33:30.914 [restartedMain] INFO  com.ep.yunq.YunqApplication - Starting YunqApplication using Java 1.8.0_212 on YYC-PC with PID 20540 (D:\gcxl\target\classes started by yan in D:\gcxl)
10:33:30.918 [restartedMain] INFO  com.ep.yunq.YunqApplication - No active profile set, falling back to default profiles: default
10:33:30.978 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
10:33:30.979 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
10:33:33.176 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
10:33:33.178 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
10:33:33.217 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.AdminMenuDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.220 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.AdminRoleDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.222 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.AdminRoleToMenuDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.224 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.AdminRoleToPerDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.225 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.AdminUserToRoleDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.228 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.CourseDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.230 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.CourseSignInDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.231 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.CourseToStudentDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.233 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.DictionaryDetailDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
10:33:33.235 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Elasticsearch - Could not safely identify store assignment for repository candidate interface com.ep.yunq.domain.dao.DictionaryTypeDAO. If you want this repository to be a Elasticsearch repository, consider annotating your entities with one of these annotations: org.springframework.data.elasticsearch.annotations.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.elasticsearch.repository.ElasticsearchRepository, org.springframework.data.elasticsearch.repository.ElasticsearchRepository.
