11:01:36.884 [http-nio-8080-exec-4] INFO  c.e.y.a.appservice.LoginAppService - 用户：13123191360,登录成功
11:01:37.182 [http-nio-8080-exec-2] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
11:01:51.324 [http-nio-8080-exec-5] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
11:03:28.266 [http-nio-8080-exec-1] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
11:04:31.978 [http-nio-8080-exec-3] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
11:11:10.359 [http-nio-8080-exec-4] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
11:16:35.998 [http-nio-8080-exec-10] INFO  c.e.y.a.appservice.LoginAppService - 用户：13123191360,登录成功
11:16:36.217 [http-nio-8080-exec-5] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:40:24.969 [http-nio-8080-exec-9] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:40:52.854 [http-nio-8080-exec-8] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:42:35.216 [http-nio-8080-exec-5] INFO  c.e.y.a.appservice.LoginAppService - 用户：13123191360,登录成功
15:42:35.416 [http-nio-8080-exec-4] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:43:10.703 [http-nio-8080-exec-1] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:44:53.792 [http-nio-8080-exec-2] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
15:45:19.326 [http-nio-8080-exec-8] INFO  c.e.y.a.appservice.LoginAppService - 用户：13123191360,登录成功
15:45:19.455 [http-nio-8080-exec-5] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
16:09:24.507 [http-nio-8080-exec-8] INFO  c.e.yunq.controller.CourseController - ---------------- 获取我创建的课程 ----------------------
