15:27:10.846 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取所有菜单 ----------------------
15:27:41.311 [http-nio-8080-exec-10] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:27:42.191 [http-nio-8080-exec-4] INFO  c.e.yunq.controller.ParamsController - ---------------- 获取所有系统参数 ----------------------
15:27:51.502 [http-nio-8080-exec-9] INFO  c.e.yunq.controller.ParamsController - ---------------- 修改系统参数 ----------------------
15:27:51.874 [http-nio-8080-exec-3] INFO  c.e.yunq.controller.ParamsController - ---------------- 获取所有系统参数 ----------------------
15:28:08.874 [http-nio-8080-exec-6] INFO  c.e.yunq.controller.ParamsController - ---------------- 获取所有系统参数 ----------------------
15:29:09.666 [http-nio-8080-exec-5] INFO  c.e.yunq.controller.ParamsController - ---------------- 修改系统参数 ----------------------
15:29:18.387 [http-nio-8080-exec-7] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:29:18.657 [http-nio-8080-exec-8] INFO  com.ep.yunq.controller.DicControllor - ---------------- 获取所有字典类型 ----------------------
15:29:19.499 [http-nio-8080-exec-2] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:29:19.761 [http-nio-8080-exec-10] INFO  c.e.yunq.controller.ParamsController - ---------------- 获取所有系统参数 ----------------------
15:29:41.347 [http-nio-8080-exec-4] INFO  c.e.y.c.SchoolInstitutionController - ---------------- 获取所有学校机构 ----------------------
15:29:50.158 [http-nio-8080-exec-9] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:29:51.042 [http-nio-8080-exec-3] INFO  c.e.y.c.PermissionController - ---------------- 获取所有权限 ----------------------
15:29:56.279 [http-nio-8080-exec-6] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:29:57.142 [http-nio-8080-exec-1] INFO  c.e.yunq.controller.ParamsController - ---------------- 获取所有系统参数 ----------------------
15:29:59.074 [http-nio-8080-exec-5] INFO  c.ep.yunq.controller.MenuController - ---------------- 获取用户菜单 ----------------------
15:29:59.926 [http-nio-8080-exec-7] INFO  com.ep.yunq.controller.DicControllor - ---------------- 获取所有字典类型 ----------------------
15:30:02.304 [http-nio-8080-exec-8] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
